strategy,rho,rep,F,P_inf,silencing_rate
degree,0.5539,18,0.89179,0.12855,0.48433
degree,0.5539,19,0.85431,0.13763,0.34116
degree,0.5539,20,0.87215,0.08204,0.42454
degree,0.5539,21,0.90928,0.09138,0.1892
degree,0.5539,22,0.89203,0.02426,0.42855
degree,0.5539,23,1.0,0.10626,0.53315
degree,0.5539,24,0.86838,0.07217,0.26103
degree,0.5931,0,0.8956,0.11159,0.33005
degree,0.5931,1,0.93222,0.17733,0.48233
degree,0.5931,2,0.87379,0.05596,0.28924
degree,0.5931,3,0.87575,0.09393,0.48234
degree,0.5931,4,0.87232,0.0588,0.481
degree,0.5931,5,0.95043,0.12812,0.35042
degree,0.5931,6,0.90552,0.13717,0.32589
degree,0.5931,7,0.91837,0.27334,0.50266
degree,0.5931,8,0.83938,0.29811,0.30992
degree,0.5931,9,0.79966,0.10696,0.32583
degree,0.5931,10,0.76995,0.12323,0.33298
degree,0.5931,11,0.93129,0.13096,0.59251
degree,0.5931,12,0.86642,0.15578,0.46178
degree,0.5931,13,0.96288,0.18484,0.51632
degree,0.5931,14,0.93604,0.09326,0.60611
degree,0.5931,15,0.87363,0.08877,0.36373
degree,0.5931,16,0.88279,0.12717,0.33332
degree,0.5931,17,0.89267,0.12634,0.40748
degree,0.5931,18,0.83972,0.1359,0.52726
degree,0.5931,19,0.90403,0.08948,0.65997
degree,0.5931,20,0.92898,0.16579,0.34862
degree,0.5931,21,0.89283,0.19918,0.52586
degree,0.5931,22,0.87008,0.09097,0.28096
degree,0.5931,23,0.90036,0.15362,0.39416
degree,0.5931,24,0.98116,0.08804,0.45892
bridge,0.0197,0,0.34852,0.62186,0.19042
bridge,0.0197,1,0.09292,0.86189,0.05497
bridge,0.0197,2,0.29966,0.73362,0.23087
bridge,0.0197,3,0.43031,0.61234,0.22356
bridge,0.0197,4,0.14347,0.70806,0.04011
bridge,0.0197,5,0.28855,0.82652,0.26466
bridge,0.0197,6,0.40397,0.65723,0.12389
bridge,0.0197,7,0.15616,0.60246,0.08187
bridge,0.0197,8,0.13684,0.68078,0.0
bridge,0.0197,9,0.24188,0.83165,0.15956
bridge,0.0197,10,0.09823,0.82681,0.03548
bridge,0.0197,11,0.23931,0.8001,0.118
bridge,0.0197,12,0.184,0.70157,0.07318
bridge,0.0197,13,0.32068,0.75921,0.12684
bridge,0.0197,14,0.33219,0.54761,0.24587
bridge,0.0197,15,0.2619,0.69707,0.11651
bridge,0.0197,16,0.2111,0.71818,0.17027
bridge,0.0197,17,0.27691,0.70187,0.11236
bridge,0.0197,18,0.16082,0.68076,0.11044
bridge,0.0197,19,0.13001,0.8074,0.05064
bridge,0.0197,20,0.09019,0.86328,0.09609
bridge,0.0197,21,0.25115,0.81043,0.156
bridge,0.0197,22,0.29365,0.89172,0.11897
bridge,0.0197,23,0.25185,0.6632,0.16545
bridge,0.0197,24,0.3124,0.84008,0.0954
bridge,0.0229,0,0.27586,0.7993,0.09482
bridge,0.0229,1,0.23011,0.74853,0.10787
bridge,0.0229,2,0.12132,0.76796,0.10641
bridge,0.0229,3,0.2475,0.79855,0.03237
bridge,0.0229,4,0.35854,0.86723,0.15249
bridge,0.0229,5,0.25181,0.84555,0.13246
bridge,0.0229,6,0.32566,0.82173,0.11308
bridge,0.0229,7,0.20034,0.75045,0.1137
bridge,0.0229,8,0.15377,0.69509,0.04988
bridge,0.0229,9,0.29706,0.77489,0.10462
bridge,0.0229,10,0.32866,0.68668,0.08567
bridge,0.0229,11,0.15604,0.96037,0.014
bridge,0.0229,12,0.17872,0.74702,0.14276
bridge,0.0229,13,0.31184,0.81319,0.10826
bridge,0.0229,14,0.4724,0.61967,0.19671
bridge,0.0229,15,0.27765,0.83016,0.16165
bridge,0.0229,16,0.38151,0.76741,0.18518
bridge,0.0229,17,0.23201,0.79132,0.14809
bridge,0.0229,18,0.17031,0.73056,0.01832
bridge,0.0229,19,0.27968,0.90792,0.09129
bridge,0.0229,20,0.16731,0.73606,0.03703
bridge,0.0229,21,0.13041,0.79371,0.09336
bridge,0.0229,22,0.24279,0.67269,0.17235
bridge,0.0229,23,0.40472,0.7746,0.17873
bridge,0.0229,24,0.24194,0.80711,0.09364
bridge,0.0374,0,0.48803,0.59545,0.15106
bridge,0.0374,1,0.20101,0.69726,0.11115
bridge,0.0374,2,0.40524,0.83608,0.21096
bridge,0.0374,3,0.36596,0.72052,0.2871
bridge,0.0374,4,0.40456,0.72161,0.20034
bridge,0.0374,5,0.37751,0.58649,0.22684
bridge,0.0374,6,0.2423,0.75043,0.17891
bridge,0.0374,7,0.02602,0.65631,0.02019
bridge,0.0374,8,0.16917,0.61853,0.02133
bridge,0.0374,9,0.21433,0.75087,0.11306
bridge,0.0374,10,0.3284,0.63426,0.20299
bridge,0.0374,11,0.24111,0.66564,0.1541
bridge,0.0374,12,0.48067,0.68969,0.191
bridge,0.0374,13,0.25775,0.66349,0.11517
bridge,0.0374,14,0.36277,0.63844,0.17045
bridge,0.0374,15,0.36806,0.77691,0.2134
bridge,0.0374,16,0.09509,0.69968,0.01987
bridge,0.0374,17,0.25124,0.66926,0.1032
bridge,0.0374,18,0.15123,0.64748,0.10246
bridge,0.0374,19,0.29371,0.73084,0.13217
bridge,0.0374,20,0.34813,0.71817,0.13294
bridge,0.0374,21,0.29802,0.86627,0.07713
bridge,0.0374,22,0.33444,0.70053,0.12999
bridge,0.0374,23,0.30151,0.73476,0.13452
bridge,0.0374,24,0.25161,0.72023,0.09406
bridge,0.0405,0,0.30416,0.65423,0.11113
bridge,0.0405,1,0.0,0.68547,0.05997
bridge,0.0405,2,0.49868,0.65286,0.23828
bridge,0.0405,3,0.30027,0.69023,0.19171
bridge,0.0405,4,0.50682,0.52039,0.28057
bridge,0.0405,5,0.19527,0.80822,0.15137
bridge,0.0405,6,0.36052,0.82942,0.25024
bridge,0.0405,7,0.21913,0.69498,0.10015
bridge,0.0405,8,0.41113,0.74442,0.22978
bridge,0.0405,9,0.31902,0.85825,0.15137
bridge,0.0405,10,0.52894,0.59338,0.16614
bridge,0.0405,11,0.29495,0.66058,0.13437
bridge,0.0405,12,0.62466,0.65077,0.33204
bridge,0.0405,13,0.28088,0.76625,0.11762
bridge,0.0405,14,0.34824,0.69515,0.16422
bridge,0.0405,15,0.24265,0.77868,0.11986
bridge,0.0405,16,0.43071,0.76424,0.25432
bridge,0.0405,17,0.38509,0.54962,0.1358
bridge,0.0405,18,0.21524,0.79123,0.10669
bridge,0.0405,19,0.23799,0.58444,0.12425
bridge,0.0405,20,0.17761,0.77755,0.07615
bridge,0.0405,21,0.42007,0.77117,0.31964
bridge,0.0405,22,0.33056,0.71876,0.15794
bridge,0.0405,23,0.43954,0.67093,0.17975
bridge,0.0405,24,0.21051,0.7249,0.10738
bridge,0.041,0,0.30188,0.73895,0.15557
bridge,0.041,1,0.26203,0.57949,0.03155
bridge,0.041,2,0.32259,0.71699,0.24698
bridge,0.041,3,0.21403,0.91181,0.08804
bridge,0.041,4,0.30568,0.7348,0.14783
bridge,0.041,5,0.21009,0.71362,0.11928
bridge,0.041,6,0.27963,0.71346,0.15608
bridge,0.041,7,0.46011,0.65905,0.12137
bridge,0.041,8,0.49864,0.53867,0.20916
bridge,0.041,9,0.34119,0.63604,0.17951
bridge,0.041,10,0.35951,0.73543,0.19151
bridge,0.041,11,0.2961,0.97305,0.16037
bridge,0.041,12,0.25748,0.72877,0.09568
bridge,0.041,13,0.19584,0.7352,0.00221
bridge,0.041,14,0.05634,0.91338,0.10066
bridge,0.041,15,0.30313,0.64454,0.19078
bridge,0.041,16,0.3179,0.73287,0.14053
bridge,0.041,17,0.25542,0.77696,0.18664
bridge,0.041,18,0.41231,0.64841,0.21408
bridge,0.041,19,0.30358,0.65948,0.10562
bridge,0.041,20,0.55144,0.70062,0.3006
bridge,0.041,21,0.35951,0.5231,0.22138
bridge,0.041,22,0.36172,0.58856,0.12279
bridge,0.041,23,0.21933,0.65921,0.22457
bridge,0.041,24,0.27729,0.49967,0.12654
bridge,0.0444,0,0.38927,0.69436,0.30142
bridge,0.0444,1,0.32874,0.87046,0.14574
bridge,0.0444,2,0.21755,0.67696,0.13821
bridge,0.0444,3,0.48191,0.61673,0.23406
bridge,0.0444,4,0.39115,0.60398,0.10151
bridge,0.0444,5,0.24325,0.61281,0.08342
bridge,0.0444,6,0.62341,0.48527,0.28073
bridge,0.0444,7,0.37844,0.80551,0.2554
bridge,0.0444,8,0.08912,0.85246,0.00384
bridge,0.0444,9,0.1344,0.90977,0.09461
bridge,0.0444,10,0.25576,0.61501,0.14804
bridge,0.0444,11,0.28666,0.53942,0.14933
bridge,0.0444,12,0.18515,0.62768,0.16028
bridge,0.0444,13,0.42043,0.7467,0.09339
bridge,0.0444,14,0.0474,0.88644,0.0
bridge,0.0444,15,0.19653,0.69491,0.15905
bridge,0.0444,16,0.36221,0.82967,0.19473
bridge,0.0444,17,0.34556,0.81696,0.20186
bridge,0.0444,18,0.30978,0.81645,0.21138
bridge,0.0444,19,0.12766,0.61632,0.07685
bridge,0.0444,20,0.32663,0.63577,0.16797
bridge,0.0444,21,0.31885,0.72227,0.12849
bridge,0.0444,22,0.35461,0.72745,0.02978
bridge,0.0444,23,0.46696,0.68199,0.11139
bridge,0.0444,24,0.30847,0.65576,0.23625
bridge,0.0452,0,0.30331,0.6361,0.19195
bridge,0.0452,1,0.23579,0.72502,0.19759
bridge,0.0452,2,0.40201,0.79892,0.17197
bridge,0.0452,3,0.33067,0.67955,0.19424
bridge,0.0452,4,0.29417,0.80386,0.10852
bridge,0.0452,5,0.35577,0.63644,0.16244
bridge,0.0452,6,0.34677,0.78123,0.14116
bridge,0.0452,7,0.39903,0.5405,0.18654
bridge,0.0452,8,0.23422,0.79388,0.15906
bridge,0.0452,9,0.19786,0.8196,0.09659
bridge,0.0452,10,0.40832,0.55214,0.16813
bridge,0.0452,11,0.46177,0.819,0.15764
bridge,0.0452,12,0.14731,0.72739,0.00176
bridge,0.0452,13,0.28032,0.66918,0.06795
bridge,0.0452,14,0.23198,0.71586,0.12557
bridge,0.0452,15,0.30937,0.62889,0.19982
bridge,0.0452,16,0.38281,0.72337,0.07771
bridge,0.0452,17,0.14417,0.70953,0.09713
bridge,0.0452,18,0.29812,0.68196,0.12709
bridge,0.0452,19,0.1142,0.68255,0.09157
bridge,0.0452,20,0.33911,0.88878,0.16266
bridge,0.0452,21,0.2235,0.67236,0.11903
bridge,0.0452,22,0.08362,0.70955,0.09803
bridge,0.0452,23,0.30144,0.83628,0.16406
bridge,0.0452,24,0.44079,0.77344,0.16151
bridge,0.0455,0,0.26567,0.80178,0.20323
bridge,0.0455,1,0.3001,0.74435,0.11812
bridge,0.0455,2,0.32454,0.64086,0.0835
bridge,0.0455,3,0.17279,0.63714,0.03683
bridge,0.0455,4,0.30004,0.59847,0.18194
bridge,0.0455,5,0.35482,0.73143,0.10039
bridge,0.0455,6,0.32433,0.76509,0.20638
bridge,0.0455,7,0.48878,0.71509,0.32013
bridge,0.0455,8,0.46869,0.68588,0.24831
bridge,0.0455,9,0.31488,0.61315,0.06988
bridge,0.0455,10,0.18291,0.7839,0.15618
bridge,0.0455,11,0.33536,0.55082,0.14757
bridge,0.0455,12,0.11661,0.66598,0.02413
bridge,0.0455,13,0.20883,0.88387,0.10524
bridge,0.0455,14,0.36248,0.72613,0.13983
bridge,0.0455,15,0.2865,0.73304,0.11358
bridge,0.0455,16,0.46779,0.70044,0.20253
bridge,0.0455,17,0.20081,0.75083,0.11692
bridge,0.0455,18,0.60998,0.54281,0.33825
bridge,0.0455,19,0.23934,0.782,0.05739
bridge,0.0455,20,0.22441,0.78439,0.08891
bridge,0.0455,21,0.27478,0.62548,0.18415
bridge,0.0455,22,0.23413,0.68453,0.09822
bridge,0.0455,23,0.29032,0.84128,0.12977
bridge,0.0455,24,0.33496,0.79418,0.09587
bridge,0.0488,0,0.21076,0.5742,0.10668
bridge,0.0488,1,0.24262,0.63181,0.1132
bridge,0.0488,2,0.27526,0.78693,0.19232
bridge,0.0488,3,0.28411,0.69193,0.14551
bridge,0.0488,4,0.4657,0.79074,0.30542
bridge,0.0488,5,0.57511,0.56987,0.29627
bridge,0.0488,6,0.33605,0.64356,0.22538
bridge,0.0488,7,0.52494,0.49252,0.22509
bridge,0.0488,8,0.32254,0.67755,0.15008
bridge,0.0488,9,0.15619,0.73317,0.13828
bridge,0.0488,10,0.29084,0.71424,0.18818
bridge,0.0488,11,0.28527,0.76169,0.11727
bridge,0.0488,12,0.44161,0.74305,0.18423
bridge,0.0488,13,0.41228,0.876,0.18857
bridge,0.0488,14,0.48229,0.75721,0.2262
bridge,0.0488,15,0.07013,0.63903,0.01659
bridge,0.0488,16,0.29425,0.68788,0.18696
bridge,0.0488,17,0.3385,0.68336,0.18335
bridge,0.0488,18,0.17028,0.86537,0.11523
bridge,0.0488,19,0.4678,0.63403,0.31605
bridge,0.0488,20,0.26409,0.77806,0.15085
bridge,0.0488,21,0.35131,0.74956,0.11489
bridge,0.0488,22,0.12757,0.65294,0.07235
bridge,0.0488,23,0.13161,0.80041,0.0
bridge,0.0488,24,0.38897,0.48415,0.2599
bridge,0.0492,0,0.12425,0.72631,0.05493
bridge,0.0492,1,0.32712,0.71425,0.07882
bridge,0.0492,2,0.52449,0.6645,0.27677
bridge,0.0492,3,0.13608,0.73814,0.13601
bridge,0.0492,4,0.50936,0.68284,0.23235
bridge,0.0492,5,0.40207,0.57339,0.18386
bridge,0.0492,6,0.48626,0.57459,0.14682
bridge,0.0492,7,0.39433,0.8384,0.16747
bridge,0.0492,8,0.06113,0.64649,0.02791
bridge,0.0492,9,0.49551,0.63022,0.2189
bridge,0.0492,10,0.0618,0.69674,0.02616
bridge,0.0492,11,0.41621,0.55785,0.20759
bridge,0.0492,12,0.36361,0.65401,0.14003
bridge,0.0492,13,0.3385,0.66049,0.15365
bridge,0.0492,14,0.33311,0.67386,0.16031
bridge,0.0492,15,0.49526,0.86034,0.20523
bridge,0.0492,16,0.25678,0.75582,0.10226
bridge,0.0492,17,0.30396,0.67255,0.14723
bridge,0.0492,18,0.16255,0.68443,0.02879
bridge,0.0492,19,0.29997,0.57329,0.16805
bridge,0.0492,20,0.49613,0.65271,0.23986
bridge,0.0492,21,0.29661,0.7002,0.24835
bridge,0.0492,22,0.22074,0.48252,0.19584
bridge,0.0492,23,0.25046,0.67588,0.08036
bridge,0.0492,24,0.37158,0.78227,0.13211
bridge,0.0744,0,0.14614,0.5183,0.14079
bridge,0.0744,1,0.73381,0.49354,0.46417
bridge,0.0744,2,0.13641,0.58102,0.06773
bridge,0.0744,3,0.54898,0.80905,0.28513
bridge,0.0744,4,0.21624,0.50801,0.08598
bridge,0.0744,5,0.47115,0.53469,0.27685
bridge,0.0744,6,0.51951,0.81795,0.21002
bridge,0.0744,7,0.58192,0.55594,0.30026
bridge,0.0744,8,0.29282,0.76221,0.12336
bridge,0.0744,9,0.40806,0.74009,0.22361
bridge,0.0744,10,0.35611,0.54734,0.0554
bridge,0.0744,11,0.32445,0.72884,0.21361
bridge,0.0744,12,0.37805,0.77833,0.16866
bridge,0.0744,13,0.58626,0.75932,0.34685
bridge,0.0744,14,0.4383,0.72946,0.17604
bridge,0.0744,15,0.37662,0.4894,0.17159
bridge,0.0744,16,0.24878,0.80788,0.16693
bridge,0.0744,17,0.23352,0.75306,0.11739
bridge,0.0744,18,0.16451,0.46873,0.09032
bridge,0.0744,19,0.38429,0.55646,0.14324
bridge,0.0744,20,0.6037,0.51784,0.2384
bridge,0.0744,21,0.32216,0.77844,0.11939
bridge,0.0744,22,0.41752,0.57106,0.10606
bridge,0.0744,23,0.43096,0.46196,0.28717
bridge,0.0744,24,0.24588,0.60115,0.1643
bridge,0.0778,0,0.4815,0.37394,0.36175
bridge,0.0778,1,0.37662,0.57591,0.15719
bridge,0.0778,2,0.45098,0.73572,0.25477
bridge,0.0778,3,0.32786,0.86191,0.0637
bridge,0.0778,4,0.45406,0.63846,0.1567
bridge,0.0778,5,0.51332,0.65197,0.16527
bridge,0.0778,6,0.53895,0.60124,0.33256
bridge,0.0778,7,0.48215,0.65202,0.25185
bridge,0.0778,8,0.55086,0.62435,0.2867
bridge,0.0778,9,0.44291,0.51628,0.13372
bridge,0.0778,10,0.29349,0.67898,0.17173
bridge,0.0778,11,0.4073,0.47299,0.23484
bridge,0.0778,12,0.31679,0.49244,0.156
bridge,0.0778,13,0.40879,0.5808,0.20461
bridge,0.0778,14,0.23868,0.70518,0.11193
bridge,0.0778,15,0.59316,0.42121,0.35149
bridge,0.0778,16,0.3506,0.4568,0.13977
bridge,0.0778,17,0.31195,0.66137,0.06905
bridge,0.0778,18,0.15423,0.61402,0.015
bridge,0.0778,19,0.34611,0.71463,0.03251
bridge,0.0778,20,0.61685,0.77137,0.31421
bridge,0.0778,21,0.36378,0.58756,0.16775
bridge,0.0778,22,0.4105,0.6292,0.12024
bridge,0.0778,23,0.2177,0.70524,0.13514
bridge,0.0778,24,0.28982,0.70733,0.14492
bridge,0.0849,0,0.56754,0.38022,0.27752
bridge,0.0849,1,0.32684,0.48111,0.22222
bridge,0.0849,2,0.2148,0.77971,0.13207
bridge,0.0849,3,0.65563,0.54394,0.31975
bridge,0.0849,4,0.43403,0.52741,0.14294
bridge,0.0849,5,0.40373,0.66137,0.28522
bridge,0.0849,6,0.22007,0.38334,0.11413
bridge,0.0849,7,0.47159,0.42369,0.1549
bridge,0.0849,8,0.84277,0.50123,0.31688
bridge,0.0849,9,0.36986,0.43888,0.04478
bridge,0.0849,10,0.39842,0.59557,0.11237
bridge,0.0849,11,0.39742,0.67509,0.11404
bridge,0.0849,12,0.61303,0.43377,0.30505
bridge,0.0849,13,0.27493,0.8072,0.08388
bridge,0.0849,14,0.43762,0.5164,0.20656
bridge,0.0849,15,0.46184,0.31852,0.28461
bridge,0.0849,16,0.21918,0.73004,0.02666
bridge,0.0849,17,0.66881,0.33886,0.40976
bridge,0.0849,18,0.65868,0.65673,0.21681
bridge,0.0849,19,0.61057,0.54108,0.34741
bridge,0.0849,20,0.29117,0.54834,0.14147
bridge,0.0849,21,0.42731,0.62282,0.20633
bridge,0.0849,22,0.54788,0.51149,0.41095
bridge,0.0849,23,0.1438,0.71562,0.0
bridge,0.0849,24,0.47858,0.35369,0.18549
bridge,0.1124,0,0.29232,0.51192,0.14116
bridge,0.1124,1,0.59658,0.49281,0.14889
bridge,0.1124,2,0.46566,0.43933,0.23103
bridge,0.1124,3,0.41191,0.3945,0.17785
bridge,0.1124,4,0.65736,0.55018,0.25572
bridge,0.1124,5,0.46979,0.41628,0.15601
bridge,0.1124,6,0.8206,0.2567,0.44808
bridge,0.1124,7,0.29612,0.69975,0.11099
bridge,0.1124,8,0.44307,0.58404,0.21648
bridge,0.1124,9,0.49044,0.1767,0.25132
bridge,0.1124,10,0.64735,0.58491,0.36301
bridge,0.1124,11,0.41125,0.31564,0.21921
bridge,0.1124,12,0.72521,0.60637,0.39613
bridge,0.1124,13,0.84764,0.37155,0.50115
bridge,0.1124,14,0.53154,0.45721,0.25609
bridge,0.1124,15,0.48143,0.68749,0.17312
bridge,0.1124,16,0.57878,0.60012,0.22215
bridge,0.1124,17,0.59754,0.57953,0.24409
bridge,0.1124,18,0.4355,0.42611,0.23476
bridge,0.1124,19,0.49244,0.6221,0.31226
bridge,0.1124,20,0.65136,0.37097,0.23294
bridge,0.1124,21,0.48379,0.49302,0.26066
bridge,0.1124,22,0.67317,0.43876,0.40535
bridge,0.1124,23,0.57234,0.57027,0.30146
bridge,0.1124,24,0.37567,0.36073,0.20339
bridge,0.1158,0,0.72668,0.50892,0.35212
bridge,0.1158,1,0.4649,0.46149,0.19411
bridge,0.1158,2,0.48062,0.58138,0.30561
bridge,0.1158,3,0.53922,0.42406,0.20108
bridge,0.1158,4,0.5501,0.29304,0.3392
bridge,0.1158,5,0.70061,0.46095,0.35139
bridge,0.1158,6,0.68342,0.64979,0.21341
bridge,0.1158,7,0.4823,0.66319,0.15512
bridge,0.1158,8,0.55275,0.5993,0.33446
bridge,0.1158,9,0.70677,0.51595,0.32469
bridge,0.1158,10,0.92303,0.60122,0.53848
bridge,0.1158,11,0.62716,0.50198,0.22075
bridge,0.1158,12,0.67518,0.35877,0.39966
bridge,0.1158,13,0.52413,0.52748,0.34592
bridge,0.1158,14,0.50325,0.49825,0.30419
bridge,0.1158,15,0.54662,0.38427,0.24489
bridge,0.1158,16,0.61005,0.44099,0.26703
bridge,0.1158,17,0.34005,0.58922,0.10913
bridge,0.1158,18,0.40234,0.24164,0.18661
bridge,0.1158,19,0.56704,0.48003,0.30045
bridge,0.1158,20,0.43421,0.44508,0.0873
bridge,0.1158,21,0.58711,0.30005,0.33959
bridge,0.1158,22,0.3938,0.4186,0.25174
bridge,0.1158,23,0.55983,0.22233,0.23176
bridge,0.1158,24,0.62485,0.49029,0.30372
bridge,0.1171,0,1.0,0.37061,0.35977
bridge,0.1171,1,0.79434,0.36565,0.41468
bridge,0.1171,2,0.68224,0.50565,0.19126
bridge,0.1171,3,0.53851,0.40842,0.26979
bridge,0.1171,4,0.65905,0.57765,0.33548
bridge,0.1171,5,0.37838,0.64867,0.13857
bridge,0.1171,6,0.40419,0.43348,0.18704
bridge,0.1171,7,0.46855,0.28859,0.25712
bridge,0.1171,8,0.50666,0.44436,0.21101
bridge,0.1171,9,0.35683,0.43217,0.07644
bridge,0.1171,10,0.54482,0.3139,0.18116
bridge,0.1171,11,0.53252,0.60459,0.18716
bridge,0.1171,12,0.68724,0.39464,0.327
bridge,0.1171,13,0.66915,0.42695,0.32105
bridge,0.1171,14,0.51263,0.4288,0.28072
bridge,0.1171,15,0.5135,0.57688,0.26981
bridge,0.1171,16,0.58239,0.45462,0.29807
bridge,0.1171,17,0.76865,0.28757,0.36222
bridge,0.1171,18,0.51551,0.4588,0.29655
bridge,0.1171,19,0.6548,0.41104,0.36626
bridge,0.1171,20,0.4988,0.56435,0.26958
bridge,0.1171,21,0.7608,0.56377,0.44003
bridge,0.1171,22,0.36975,0.23248,0.17619
bridge,0.1171,23,0.60102,0.43426,0.44007
bridge,0.1171,24,0.24391,0.4551,0.10112
bridge,0.122,0,0.77567,0.57324,0.28971
bridge,0.122,1,0.45044,0.50222,0.19247
bridge,0.122,2,0.50023,0.40102,0.21498
bridge,0.122,3,0.78084,0.54709,0.46514
bridge,0.122,4,0.47218,0.34027,0.28604
bridge,0.122,5,0.79676,0.2335,0.41591
bridge,0.122,6,0.68151,0.4386,0.28543
bridge,0.122,7,0.65634,0.52169,0.23782
bridge,0.122,8,0.75954,0.61801,0.4221
bridge,0.122,9,0.68385,0.51982,0.36797
bridge,0.122,10,0.73804,0.36786,0.30969
bridge,0.122,11,0.37538,0.60597,0.16221
bridge,0.122,12,0.37235,0.52263,0.11351
bridge,0.122,13,0.41678,0.39448,0.13502
bridge,0.122,14,0.31736,0.28784,0.10532
bridge,0.122,15,0.57754,0.40988,0.22949
bridge,0.122,16,0.5992,0.39158,0.36364
bridge,0.122,17,0.32047,0.4492,0.05737
bridge,0.122,18,0.48542,0.48532,0.29499
bridge,0.122,19,0.47419,0.36398,0.15661
bridge,0.122,20,0.66979,0.40402,0.25589
bridge,0.122,21,0.68415,0.41428,0.22773
bridge,0.122,22,0.65299,0.40194,0.2142
bridge,0.122,23,0.629,0.60998,0.34844
bridge,0.122,24,0.49155,0.4134,0.22805
bridge,0.1253,0,0.41307,0.49327,0.253
bridge,0.1253,1,0.82718,0.39901,0.56467
bridge,0.1253,2,0.52018,0.56208,0.34873
bridge,0.1253,3,0.99671,0.36081,0.43552
bridge,0.1253,4,0.73754,0.3796,0.37173
bridge,0.1253,5,0.65166,0.52792,0.24328
bridge,0.1253,6,0.39673,0.42004,0.1189
bridge,0.1253,7,0.44348,0.49536,0.16518
bridge,0.1253,8,0.51184,0.40962,0.38679
bridge,0.1253,9,0.50955,0.31743,0.32661
bridge,0.1253,10,0.5526,0.37283,0.26653
bridge,0.1253,11,0.47266,0.63922,0.26766
bridge,0.1253,12,0.6978,0.34899,0.25228
bridge,0.1253,13,0.70395,0.56596,0.39381
bridge,0.1253,14,0.47476,0.5139,0.23765
bridge,0.1253,15,0.54331,0.30089,0.34078
bridge,0.1253,16,0.48409,0.41561,0.29689
bridge,0.1253,17,0.66906,0.45222,0.41657
bridge,0.1253,18,0.55799,0.62841,0.3666
bridge,0.1253,19,0.65783,0.39976,0.33601
bridge,0.1253,20,0.36243,0.41707,0.22909
bridge,0.1253,21,0.5228,0.36814,0.34195
bridge,0.1253,22,0.73172,0.29938,0.41299
bridge,0.1253,23,0.67149,0.29873,0.25749
bridge,0.1253,24,0.36685,0.45626,0.24781
bridge,0.1269,0,0.70318,0.24715,0.31475
bridge,0.1269,1,0.53898,0.43425,0.33775
bridge,0.1269,2,0.39005,0.27908,0.17651
bridge,0.1269,3,0.70405,0.54486,0.30648
bridge,0.1269,4,0.71049,0.2805,0.4454
bridge,0.1269,5,0.43939,0.43909,0.14461
bridge,0.1269,6,0.63402,0.51925,0.20114
bridge,0.1269,7,0.62067,0.54909,0.25125
bridge,0.1269,8,0.54731,0.24832,0.35521
bridge,0.1269,9,0.70691,0.17514,0.46994
bridge,0.1269,10,0.65952,0.38759,0.38958
bridge,0.1269,11,0.72991,0.40195,0.47239
bridge,0.1269,12,0.53801,0.30143,0.26135
bridge,0.1269,13,0.68564,0.65678,0.35304
bridge,0.1269,14,0.50503,0.30343,0.32677
bridge,0.1269,15,0.60688,0.44089,0.2747
bridge,0.1269,16,0.65851,0.37718,0.29957
bridge,0.1269,17,0.46301,0.2362,0.1435
bridge,0.1269,18,0.34434,0.50981,0.07451
bridge,0.1269,19,0.61406,0.55113,0.22508
bridge,0.1269,20,0.57268,0.32884,0.21672
bridge,0.1269,21,0.88162,0.53245,0.35534
bridge,0.1269,22,0.58352,0.59929,0.26962
bridge,0.1269,23,0.56317,0.40547,0.25154
bridge,0.1269,24,0.92102,0.27835,0.59131
bridge,0.1322,0,0.68522,0.50509,0.34826
bridge,0.1322,1,0.55593,0.47599,0.20913
bridge,0.1322,2,0.44823,0.59018,0.12614
bridge,0.1322,3,0.59334,0.32791,0.2807
bridge,0.1322,4,0.56089,0.49645,0.17684
bridge,0.1322,5,0.59146,0.23965,0.24705
bridge,0.1322,6,0.864,0.52474,0.4034
bridge,0.1322,7,0.64446,0.22581,0.41045
bridge,0.1322,8,0.61605,0.73192,0.18872
bridge,0.1322,9,0.77049,0.40698,0.40248
bridge,0.1322,10,0.84039,0.53387,0.45163
bridge,0.1322,11,0.61023,0.47268,0.29422
bridge,0.1322,12,0.71458,0.32253,0.24007
bridge,0.1322,13,0.67487,0.34477,0.47
bridge,0.1322,14,0.34933,0.47713,0.16665
bridge,0.1322,15,0.33876,0.44423,0.09917
bridge,0.1322,16,0.69158,0.28043,0.2488
bridge,0.1322,17,0.44374,0.44385,0.08785
bridge,0.1322,18,0.60538,0.431,0.35657
bridge,0.1322,19,0.57077,0.35194,0.24754
bridge,0.1322,20,0.5433,0.39452,0.32497
bridge,0.1322,21,0.40071,0.40194,0.20935
bridge,0.1322,22,0.47418,0.49355,0.16854
bridge,0.1322,23,0.49652,0.41639,0.23877
bridge,0.1322,24,0.66297,0.31286,0.32406
bridge,0.1343,0,0.59886,0.26259,0.28191
bridge,0.1343,1,0.77289,0.19317,0.48438
bridge,0.1343,2,0.95712,0.46257,0.30742
bridge,0.1343,3,0.63634,0.42546,0.28925
bridge,0.1343,4,0.71286,0.27308,0.30093
bridge,0.1343,5,0.64708,0.26664,0.35418
bridge,0.1343,6,0.64012,0.504,0.26331
bridge,0.1343,7,0.6734,0.51209,0.44927
bridge,0.1343,8,0.8769,0.35223,0.30017
